CustomerID,PurchaseFrequency,AverageOrderValue,EngagementScore,TotalPurchaseAmount,CustomerLifecycleValue,Segment
39,42,240.2101010282853,0.5646290509972631,10088.82424318798,20,0
40,2,419.812899755489,0.9301709654384246,839.6257995109781,1,1
41,9,50.55650589173425,0.8442487024058184,455.0085530256082,0,1
42,8,185.3838987589648,0.6758477464643364,1483.0711900717183,2,1
43,4,491.5563684549368,0.1391158488910875,1966.225473819747,3,1
44,35,263.6989445777984,0.2542313837486956,9229.463060222944,18,0
45,10,222.1368261098037,0.8755112265526162,2221.368261098037,4,1
46,20,103.92305090794083,0.1828072366569004,2078.461018158817,4,1
47,32,488.374082882607,0.2784394082504345,15627.970652243424,32,0
48,16,59.01186016662101,0.1296006511954419,944.1897626659362,1,1
49,15,381.7311012532594,0.6761082314144111,5725.966518798891,11,1
50,35,395.8699121548288,0.9439823053632096,13855.446925419008,28,0
51,15,159.64552222874,0.2689680315953859,2394.6828334311,4,1
52,42,352.2012996258668,0.4754066078500737,14792.454584286406,30,0
53,18,91.81811497072547,0.6343397397112043,1652.7260694730587,3,1
54,12,165.67126989443594,0.9994662482156308,1988.0552387332316,3,1
55,14,404.5558947315192,0.1048080649975721,5663.782526241269,11,1
56,18,439.1087864150931,0.4985707995057091,7903.958155471675,16,0
57,56,323.8188856969061,0.3851201199025,18133.85759902674,37,2
58,40,278.0772943192172,0.8658201652223552,11123.091772768686,22,0
59,5,121.68680927854112,0.4759677310116559,608.4340463927057,1,1
60,12,78.39906488561758,0.110977524585148,940.7887786274108,1,1
61,7,102.9420628131014,0.6344241452865836,720.5944396917097,1,1
62,12,152.31078504324444,0.7707806182638798,1827.7294205189328,3,1
63,18,203.7535258536144,0.0028812516656145,3667.5634653650586,7,1
64,36,221.40928647994423,0.8589566854206295,7970.734313277993,16,0
65,4,205.8447958650516,0.1860230000056656,823.3791834602064,1,1
66,35,157.57489948876952,0.5520693646533779,5515.1214821069325,11,1
67,21,279.3759110382641,0.4157975006874501,5866.894131803547,11,1
68,6,421.3787487048036,0.7196538166105304,2528.2724922288216,4,1
69,44,175.86659231216566,0.3711616147857418,7738.130061735289,15,0
70,36,474.0741585960049,0.8697631766817108,17066.669709456175,34,0
71,16,443.00149777573154,0.7304963609587902,7088.023964411705,14,0
72,40,122.79389510844932,0.6477131710629215,4911.755804337973,9,1
73,9,403.8241805406925,0.7962405955628543,3634.417624866233,7,1
74,30,308.564322042995,0.7540230349283823,9256.92966128985,18,0
75,36,304.9589129771384,0.0359386749215533,10978.52086717698,22,0
76,32,225.9692433761785,0.3947343538448281,7231.015788037712,14,0
77,8,275.51884963190435,0.9308072973164898,2204.1507970552348,4,1
78,20,228.73044984314495,0.1257242689922262,4574.608996862899,9,1
79,80,292.8796784419743,0.7370965504320512,23430.374275357943,48,2
80,16,332.57752374768614,0.9745918113353296,5321.240379962978,10,1
81,15,353.43671288407177,0.0521986290449716,5301.550693261077,10,1
82,28,289.61653665174174,0.6821938806266105,8109.263026248769,16,0
83,10,374.63993029792925,0.4681541413010304,3746.3993029792928,7,1
84,15,113.57512217397762,0.5791752553747221,1703.626832609664,3,1
85,21,145.39212090600734,0.0853413364843248,3053.234539026154,6,1
86,12,418.4307518334216,0.0430069518669394,5021.169022001059,10,1
87,20,195.13759003088683,0.6668666605509217,3902.751800617737,7,1
88,25,60.30222123925411,0.823309429820718,1507.5555309813526,2,1
89,4,119.206017350614,0.7820153349329673,476.824069402456,0,1
90,80,150.62649552334005,0.5438057278662374,12050.119641867204,24,0
91,18,480.79529955256425,0.0998668211361781,8654.315391946157,17,0
92,30,307.8686430188822,0.6880444438360138,9236.059290566463,18,0
93,48,469.72883321431465,0.2418888835541459,22546.983994287104,46,2
94,21,308.8235077234812,0.9110687027673836,6485.293662193106,13,1
95,24,265.7094980620333,0.8382653595457049,6377.027953488799,12,1
96,8,191.1774610373432,0.7093829670873909,1529.4196882987458,2,1
97,45,322.866924995019,0.9488459558311304,14529.011624775856,29,0
98,4,112.63911107788844,0.0314218215112729,450.5564443115537,0,1
99,48,454.2177322817177,0.736200425060762,21802.45114952245,44,2
100,12,423.1995823135777,0.3302427793364053,5078.394987762932,10,1
101,36,192.88915154453167,0.9060658856863651,6944.00945560314,14,0
102,15,478.7588874205824,0.2666751966619776,7181.383311308737,14,0
103,48,421.34034533700566,0.7248564993150172,20224.336576176276,41,2
104,20,349.8380986257679,0.8776470196507814,6996.761972515358,14,0
105,48,104.79286000637366,0.0416568183826824,5030.057280305936,10,1
106,8,265.2053103716325,0.3976475795920361,2121.6424829730604,4,1
107,36,277.7483996810379,0.7623090320219387,9998.942388517364,20,0
108,36,154.64811126442106,0.4549188895075871,5567.332005519158,11,1
109,21,85.98442746168587,0.2672526297935953,1805.6729766954031,3,1
110,24,399.5256337122617,0.21980534882319,9588.61520909428,19,0
111,72,104.91577345597776,0.1315182669163779,7553.935688830398,15,0
112,54,317.4308377527986,0.8571295598562823,17141.26523865112,35,0
113,28,471.4021282476472,0.575355403251556,13199.259590934122,26,0
114,7,444.2473366691192,0.0763849449914559,3109.731356683834,6,1
115,25,174.98868068716752,0.3825803235706354,4374.717017179188,8,1
116,25,433.1518868980694,0.3677336508051099,10828.797172451734,22,0
117,32,50.14962775422024,0.1817391907094629,1604.7880881350477,3,1
118,30,57.95951432596574,0.4355076254721907,1738.7854297789725,3,1
119,21,321.1489237292892,0.3320993653931364,6744.127398315074,13,1
120,36,214.15919861503824,0.3418037054921825,7709.731150141378,15,0
121,5,223.90737852161615,0.7390265577879587,1119.536892608081,2,1
122,24,303.9984908054971,0.2232633855051963,7295.963779331931,14,0
123,56,136.30210501633726,0.6418599588553554,7632.917880914887,15,0
124,3,145.28990779946523,0.5706496238809349,435.86972339839576,0,1
125,48,268.07071415848907,0.5680925123378673,12867.394279607475,26,0
126,35,389.4140949547384,0.6630073461417759,13629.493323415842,27,0
127,27,328.77398813341443,0.548382036195654,8876.89767960219,18,0
128,30,183.8097717065775,0.8792551148463846,5514.293151197325,11,1
129,72,243.6517298790145,0.6755800919502598,17542.92455128905,35,0
130,48,126.79914134749929,0.5469632513713881,6086.3587846799655,12,1
131,27,83.58341645168677,0.8297631202876449,2256.7522441955425,4,1
132,35,402.2132183348672,0.6061465649334797,14077.46264172035,28,0
133,36,169.42433413468757,0.291144247785179,6099.2760288487525,12,1
134,21,129.9948745330617,0.2070949181765712,2729.892365194296,5,1
135,20,361.2281250061937,0.1523277856626788,7224.562500123874,14,0
136,18,328.12325342923367,0.8994552125461016,5906.218561726206,11,1
137,30,334.93533170605883,0.7101354317980658,10048.059951181764,20,0
138,6,153.00257218097613,0.9373784381643208,918.0154330858568,1,1
139,35,154.69049235320645,0.603291805714943,5414.167232362225,10,1
140,12,149.3611834035376,0.4734008814949126,1792.3342008424513,3,1
141,10,128.18866804803253,0.0597164889708893,1281.8866804803251,2,1
142,1,345.07565265274536,0.6716422815460298,345.07565265274536,0,1
143,18,431.60714836223065,0.5822087597682312,7768.928670520152,15,0
144,42,375.9428613544976,0.9902088935876214,15789.600176888896,32,0
145,24,406.4421351922445,0.239158777782243,9754.611244613869,19,0
146,72,232.15929308833992,0.5307373552868359,16715.469102360476,34,0
147,42,344.3341079173991,0.6509573351180726,14462.032532530764,29,0
148,16,209.40630820014852,0.6445911747423436,3350.5009312023767,6,1
149,30,286.477079885888,0.5612935429484027,8594.312396576639,17,0
150,30,266.73568094068804,0.7769280103272255,8002.070428220642,16,0
151,24,129.5992153147345,0.2049812095268164,3110.381167553627,6,1
152,4,224.18544215103387,0.7256272002744159,896.7417686041355,1,1
153,3,483.720023967058,0.6197345714330892,1451.160071901174,2,1
154,36,161.86111597172393,0.8960751117945733,5827.000174982061,11,1
155,12,110.21168132576992,0.8471944390335816,1322.540175909239,2,1
156,20,238.3612797307709,0.3151470391325532,4767.225594615418,9,1
157,4,405.6519811370666,0.2762373249751531,1622.6079245482665,3,1
158,35,311.9667034009875,0.981653323852448,10918.834619034562,22,0
159,4,356.43867225721004,0.5272651809152565,1425.7546890288402,2,1
160,4,135.36268167860473,0.9064209639144368,541.4507267144189,0,1
161,54,328.5266868534747,0.1638810237804822,17740.441090087632,36,0
162,6,195.5751777101632,0.6428189148001743,1173.4510662609791,2,1
163,16,425.43651467964537,0.8098601873605862,6806.984234874326,13,1
164,42,333.1844627048313,0.9473952495864468,13993.747433602914,28,0
165,24,139.48532499888316,0.3373401410170235,3347.647799973196,6,1
166,56,79.07750592983878,0.7249811699240525,4428.340332070971,8,1
167,3,69.18494417916473,0.538813009039619,207.55483253749415,0,1
168,42,217.13385544256332,0.0606289260664681,9119.62192858766,18,0
169,6,169.63301149444106,0.6899997373089434,1017.7980689666464,1,1
170,7,340.7405555581286,0.6900965582378434,2385.1838889069004,4,1
171,33,274.7002257403782,0.930606804846537,9065.10744943248,18,0
172,48,169.70867510242132,0.4973124461689724,8146.016404916223,16,0
173,12,117.15700007757926,0.2302509207105146,1405.884000930951,2,1
174,3,107.23989320935232,0.0445638234486791,321.7196796280569,0,1
175,32,439.097176463188,0.4156421866859057,14051.109646822017,28,0
176,9,159.56508578219024,0.3019167000775018,1436.085772039712,2,1
177,12,343.2697915599357,0.7610883060238756,4119.237498719229,8,1
178,4,414.8086675938198,0.3542677648410466,1659.2346703752792,3,1
179,24,326.33659003313124,0.949071196314844,7832.07816079515,15,0
180,16,436.8043542411256,0.9623102029877842,6988.869667858009,14,0
181,14,226.57717468781357,0.6209085902177082,3172.080445629389,6,1
182,48,480.2999857920268,0.9286602870148828,23054.399318017284,47,2
183,4,109.9152518801436,0.7608543445144956,439.66100752057446,0,1
184,10,95.96728834589214,0.5468596409751262,959.6728834589214,1,1
185,24,346.4114657933496,0.1803079354227781,8313.87517904039,16,0
186,18,474.2740136359678,0.4585979435138399,8536.93224544742,17,0
187,32,413.9975577363476,0.5608744633626176,13247.921847563124,27,0
188,9,84.38758674712315,0.8639615807350102,759.4882807241083,1,1
189,72,175.71547127062237,0.4813333765356649,12651.513931484811,25,0
190,28,468.6434981770207,0.8976746726779566,13122.017948956578,26,0
191,42,163.87629476035306,0.674348979023469,6882.804379934828,13,1
192,21,401.52669070411366,0.1369990630536713,8432.060504786386,17,0
193,15,421.3094881679167,0.994981369325093,6319.64232251875,12,1
194,10,272.9534465574418,0.5272326607539126,2729.534465574418,5,1
195,7,223.857009431742,0.3918582964090789,1566.9990660221938,2,1
196,28,252.55599458889185,0.6591137644695265,7071.567848488972,14,0
197,42,152.13411246441387,0.108893313981039,6389.632723505383,12,1
198,12,450.2259122579799,0.6365386467533544,5402.710947095759,10,1
199,35,252.77884552839103,0.4982360004992729,8847.259593493687,18,0
200,56,447.1067482052449,0.4066740699985831,25037.977899493715,51,2
201,5,97.56206595782334,0.9530200211788992,487.8103297891167,0,1
202,18,494.7238719500591,0.5225397167320532,8905.029695101064,18,0
203,21,249.47288934962825,0.2191174794699384,5238.930676342192,10,1
204,18,71.52386917734746,0.4589634793772987,1287.4296451922542,2,1
205,24,67.1098317068547,0.9193874045726728,1610.6359609645128,3,1
206,42,385.79326586682737,0.1760954713305946,16203.317166406749,33,0
207,40,346.5659903916563,0.2139570386882368,13862.639615666252,28,0
208,24,410.9587511574144,0.0130295677570837,9863.010027777946,20,0
209,72,97.41539027876269,0.0141900493957671,7013.908100070914,14,0
210,25,66.00689016599677,0.8293916269585125,1650.1722541499191,3,1
211,24,278.8606802514103,0.7321226068429558,6692.656326033848,13,1
212,18,224.41785416724625,0.3550410564519583,4039.5213750104326,8,1
213,1,257.87612150193013,0.6983111572275728,257.87612150193013,0,1
214,64,496.2147839916233,0.3952059263099702,31757.74617546389,65,2
215,16,486.8374809518016,0.9528967959978276,7789.399695228825,15,0
216,21,474.0419253529368,0.9670526814260348,9954.880432411674,20,0
217,48,402.7292045454532,0.3927937758093434,19331.001818181758,39,2
218,32,209.67861211560069,0.854221906340868,6709.715587699222,13,1
219,16,235.4589186182472,0.7730890416974662,3767.342697891956,7,1
220,20,297.327219673516,0.3099999371717893,5946.544393470321,12,1
221,30,423.7405053821779,0.2320398289011059,12712.21516146534,25,0
222,24,80.92077463322049,0.4582346503928338,1942.098591197292,3,1
223,5,240.93359864819965,0.7813488406144062,1204.6679932409982,2,1
224,28,87.17794855667091,0.9601677847287454,2440.9825595867856,4,1
225,12,281.59591395808025,0.7635790688665726,3379.150967496963,6,1
226,49,454.50537080280594,0.85520698501837,22270.763169337493,45,2
227,35,402.1182160537721,0.6030643061705165,14074.137561882024,28,0
228,4,152.52908789439948,0.8354078308421259,610.1163515775979,1,1
229,63,489.1958823194566,0.7844208580034177,30819.340586125767,63,2
230,20,350.3076791208928,0.3769855419262801,7006.153582417855,14,0
231,12,54.69246472883138,0.5519903021207211,656.3095767459765,1,1
232,24,164.93606810834876,0.8047531219896948,3958.4656346003694,7,1
233,20,167.32098496396245,0.0460567341899563,3346.419699279249,6,1
234,2,81.16443782863698,0.8080792823558299,162.32887565727395,0,1
235,4,481.92193313416806,0.1778881240490234,1927.687732536672,3,1
236,5,265.2148825591657,0.514683617121439,1326.0744127958285,2,1
237,70,453.1165688173469,0.8082754395559376,31718.159817214284,65,2
238,20,194.9969765500828,0.2538210781566948,3899.9395310016553,7,1
239,10,106.35510669477222,0.2458074393061529,1063.551066947722,1,1
240,3,263.4512494577963,0.4027643984622518,790.3537483733888,1,1
241,28,101.28048562144272,0.8946427975776345,2835.853597400396,5,1
242,14,268.706976339893,0.0004427814372078,3761.897668758502,7,1
243,12,464.1337315487335,0.9013830966419348,5569.604778584801,11,1
244,15,284.3456638253957,0.1538070246416077,4265.184957380936,8,1
245,20,327.42487710278755,0.990086376067482,6548.497542055751,13,1
246,48,120.48729663821372,0.954846993038468,5783.39023863426,11,1
247,72,69.68103164598627,0.4946751895912833,5017.034278511012,10,1
248,10,99.86358298091316,0.5127202478126281,998.6358298091316,1,1
249,25,319.3392090579645,0.4815493402758543,7983.480226449114,16,0
250,9,92.75526454653708,0.6354436456595226,834.7973809188338,1,1
251,28,219.19680047359012,0.090721702234931,6137.510413260524,12,1
252,18,297.5413732061702,0.0326179483415665,5355.744717711064,10,1
253,48,224.8937593834312,0.0577029284158988,10794.900450404695,22,0
254,2,123.65771065938569,0.4443653492415144,247.3154213187713,0,1
255,88,173.20608838134794,0.2755479392194834,15242.135777558618,31,0
256,28,467.7428897818596,0.6220395623709938,13096.80091389207,26,0
257,2,354.1920240138599,0.992442289374779,708.3840480277198,1,1
258,10,273.22152740594896,0.3863231730764659,2732.2152740594897,5,1
259,21,55.72170049410208,0.5738412541045134,1170.1557103761436,2,1
260,5,496.5869302202617,0.4156038959073355,2482.934651101308,4,1
261,27,352.1547207025895,0.8472716677218594,9508.177458969916,19,0
262,24,192.6151148052253,0.902236403462238,4622.762755325406,9,1
263,4,445.6708969990272,0.87735561220526,1782.6835879961088,3,1
264,18,166.29422913131816,0.9743722386792576,2993.296124363727,5,1
265,35,294.8074606322382,0.0275191851404152,10318.261122128337,21,0
266,36,336.2318436784213,0.839816162145531,12104.346372423166,24,0
267,30,149.4785171541778,0.7517721730390933,4484.355514625335,9,1
268,30,490.2787754602681,0.2286944094003647,14708.363263808043,30,0
269,24,386.6863576905489,0.9563200933875274,9280.472584573174,18,0
270,14,301.0159514799815,0.1481779282299455,4214.2233207197405,8,1
271,70,131.2675691788854,0.6795499271339084,9188.729842521978,18,0
272,15,74.23619314911176,0.2248902168159124,1113.5428972366765,2,1
273,66,194.02692463444257,0.4313806487740746,12805.777025873207,26,0
274,8,388.93430116103127,0.7191598969445689,3111.47440928825,6,1
275,25,171.1990842359113,0.5633246420330467,4279.977105897782,8,1
276,20,292.8002992229773,0.4275018313281117,5856.005984459545,11,1
277,18,377.5762295288344,0.3263384309319872,6796.37213151902,13,1
278,54,98.57467159090896,0.8396596557087903,5323.032265909084,10,1
279,12,358.384107252143,0.1438143503148137,4300.609287025716,8,1
280,2,91.34189946952011,0.4301028765298,182.68379893904023,0,1
281,25,484.30838395714846,0.9037575717751422,12107.709598928712,24,0
282,45,269.77735852922285,0.8458495504599677,12139.981133815028,24,0
283,66,117.80424846944484,0.4009417624730467,7775.080398983359,15,0
284,35,204.0726362150959,0.7631083636013083,7142.542267528357,14,0
285,25,236.03740218286765,0.8231608307088593,5900.935054571692,11,1
286,24,391.1832549844418,0.8888874240036297,9388.398119626603,19,0
287,30,384.54070373447416,0.544505769049228,11536.221112034224,23,0
288,63,325.37322740179894,0.2044608860547117,20498.51332631333,42,2
289,24,97.66882065132182,0.2553090765039316,2344.051695631724,4,1
290,8,118.20621721445312,0.2956946740416042,945.649737715625,1,1
291,12,92.19061429050048,0.5938024808096155,1106.287371486006,2,1
292,27,309.7277524793975,0.0328096241286084,8362.649316943733,17,0
293,20,444.71229868013177,0.6360424687799683,8894.245973602636,18,0
294,56,245.2102305146473,0.364354238428232,13731.772908820249,28,0
295,1,122.3816782809858,0.2952418024896421,122.3816782809858,0,1
296,25,301.1190463170352,0.8794965707281264,7527.976157925878,15,0
297,10,415.2884975895694,0.4600023955807989,4152.884975895694,8,1
298,36,383.7704276808185,0.0950530455326927,13815.735396509466,28,0
299,4,446.6528508537596,0.826746768026247,1786.6114034150385,3,1
300,15,175.05594376199053,0.0476412574365066,2625.839156429858,5,1
301,10,137.2792402704987,0.7267492241681967,1372.792402704987,2,1
302,20,445.9174186738725,0.7739062217706651,8918.348373477449,18,0
303,9,345.9021407501104,0.3526026059288581,3113.119266750993,6,1
304,20,189.91801850339937,0.8247878562777867,3798.3603700679873,7,1
305,24,384.0566227576292,0.5156594058564534,9217.3589461831,18,0
306,24,416.8032730161656,0.4632936532727967,10003.278552387974,20,0
307,5,326.7402081535096,0.0454032814686925,1633.701040767548,3,1
308,35,359.5478494459618,0.2900291936489059,12584.174730608664,25,0
309,32,218.86695699919983,0.9310099708852998,7003.742623974395,14,0
310,21,292.41305030436763,0.3918239632835,6140.67405639172,12,1
311,42,285.871626826773,0.5467005205567683,12006.608326724468,24,0
312,4,431.62150600884735,0.5320216789842518,1726.4860240353894,3,1
313,35,427.9837911269822,0.5904310898226933,14979.432689444377,30,0
314,48,424.7062112061694,0.0613309556432826,20385.898137896133,41,2
315,30,54.9642264181096,0.3621762547987283,1648.9267925432882,3,1
316,18,387.2954680109997,0.7231282738825543,6971.318424197994,14,0
317,25,391.4043755499522,0.2005602510729829,9785.109388748804,19,0
318,32,355.2704702848138,0.2035783775463604,11368.655049114042,23,0
319,1,390.3190960511537,0.0100906066890247,390.3190960511537,0,1
320,12,428.8866671735189,0.4374819266082097,5146.640006082227,10,1
321,20,261.6435743458036,0.882734380673422,5232.87148691607,10,1
322,9,275.9225960698012,0.051900943587309,2483.303364628211,4,1
323,15,106.12132561012572,0.1911187094960026,1591.8198841518858,3,1
324,16,223.4191473713128,0.310084538342755,3574.706357941005,7,1
325,6,339.51433096030297,0.7317247365642129,2037.085985761818,3,1
326,12,401.1798992662736,0.6406355928025865,4814.158791195283,9,1
327,72,147.74409396104477,0.415943904581855,10637.574765195222,21,0
328,10,112.02030462165592,0.7590689392583757,1120.2030462165592,2,1
329,25,348.3689020252215,0.6096310116569019,8709.222550630537,17,0
330,63,50.84594758620979,0.8960407996572191,3203.2946979312164,6,1
331,45,130.26766293829843,0.818026749138693,5862.044832223429,11,1
332,32,63.08212115477918,0.2528136060892005,2018.6278769529335,3,1
333,6,125.09830303469192,0.2714385776342002,750.5898182081514,1,1
334,8,131.59367596647735,0.1253564757923856,1052.7494077318188,1,1
335,54,224.45311763767737,0.3369647257174565,12120.46835243458,24,0
336,48,231.04720610895015,0.9995439187190944,11090.265893229607,22,0
337,54,443.418111774607,0.405751168615061,23944.578035828778,49,2
338,35,279.5493706244713,0.2204884346891064,9784.227971856497,19,0
339,12,375.5321445255289,0.762482884475553,4506.385734306346,9,1
340,15,96.86181106412934,0.5424710034626561,1452.92716596194,2,1
341,6,151.44743995866224,0.1496014495269525,908.6846397519736,1,1
342,15,366.3245484404045,0.3806896811608657,5494.868226606069,11,1
343,18,73.76178221083764,0.4144697155393433,1327.7120797950774,2,1
344,30,268.9689480096889,0.7538297005692186,8069.068440290667,16,0
345,10,319.71603454832024,0.0206713688919044,3197.1603454832025,6,1
346,3,320.9655398236165,0.2690196467983105,962.8966194708496,1,1
347,20,60.319765070618914,0.517596301315522,1206.3953014123783,2,1
348,5,194.94860190313344,0.2688467424528433,974.7430095156674,1,1
349,4,336.42079297211933,0.6284340474189989,1345.683171888477,2,1
350,18,117.04988126715956,0.4818674792746166,2106.897862808872,4,1
351,28,362.937041747624,0.3617102548595806,10162.23716893347,20,0
352,5,385.66634396615353,0.9492086268705122,1928.331719830768,3,1
353,16,491.88613570076535,0.6321594991864574,7870.178171212246,15,0
354,3,144.42889768538424,0.1299413722679412,433.2866930561527,0,1
355,72,421.3088004497519,0.5600916974433955,30334.233632382133,62,2
356,25,284.13345961339434,0.780731853200901,7103.336490334858,14,0
357,6,218.05816826487805,0.7084896974927973,1308.3490095892682,2,1
358,35,105.06954079633007,0.1720892292952593,3677.433927871552,7,1
359,10,380.9775229193919,0.9724199990401032,3809.775229193919,7,1
360,12,156.1359196146592,0.448813645746606,1873.6310353759104,3,1
361,18,217.1399008428706,0.1590250037402613,3908.518215171671,7,1
362,24,78.1440021038158,0.1801957541281479,1875.456050491579,3,1
363,27,410.61511211878354,0.0982349921890805,11086.608027207156,22,0
364,14,394.9648357872396,0.8035181084349343,5529.507701021354,11,1
365,36,380.1271235190406,0.1220304943218486,13684.576446685462,28,0
366,45,184.749579721349,0.1251252571417469,8313.731087460705,16,0
367,70,128.06603341968076,0.8504716147608378,8964.622339377654,18,0
368,9,336.8989690116034,0.3446040844475596,3032.0907211044305,6,1
369,42,273.2748728509488,0.0308579043080724,11477.54465973985,23,0
370,10,130.2136101070887,0.0518952995184108,1302.136101070887,2,1
371,36,358.66007197243863,0.1421704467038955,12911.762591007791,26,0
372,42,496.0068943195867,0.2133933479756895,20832.28956142264,42,2
373,25,386.2488144839169,0.6651461942384054,9656.220362097923,19,0
374,28,382.9938740085253,0.1573262800018282,10723.828472238709,21,0
375,45,477.6407388187662,0.1188743911770719,21493.83324684448,44,2
376,18,141.321365408706,0.7647191414762792,2543.784577356708,4,1
377,24,304.4974842146482,0.6710552838599145,7307.939621151556,14,0
378,10,490.8410217652476,0.4353242214552361,4908.410217652476,9,1
379,28,124.38234993657856,0.549309771480104,3482.7057982241995,6,1
380,6,365.1133817500345,0.3119840203264185,2190.680290500207,4,1
381,28,313.6145656873559,0.4825004202353606,8781.207839245964,17,0
382,21,313.91559148491814,0.5066726489827458,6592.227421183281,13,1
383,21,363.9517823840338,0.3872372711780959,7642.987430064711,15,0
384,16,468.32761529405786,0.9065722106721628,7493.241844704926,15,0
385,7,402.1618729331021,0.0160618649810061,2815.1331105317145,5,1
386,5,75.2612465372945,0.7821712630912462,376.30623268647247,0,1
387,72,433.72760894407,0.1243828312413243,31228.387843973043,64,2
388,27,151.49359846657967,0.7975473605371994,4090.327158597651,8,1
389,12,219.61137413136737,0.6159119156767212,2635.3364895764084,5,1
390,21,257.779766125572,0.8432780909364024,5413.375088637012,10,1
391,20,266.40770033888134,0.0975143256408974,5328.154006777627,10,1
392,24,245.83117966491056,0.558980634099774,5899.948311957854,11,1
393,35,471.80898239713895,0.5010878802621971,16513.314383899866,33,0
394,28,367.7085534488111,0.7061931829633586,10295.83949656671,21,0
395,7,334.0267906805179,0.5342905518936758,2338.187534763625,4,1
396,48,72.4289125023237,0.5407345671331042,3476.587800111537,6,1
397,4,456.7609986171686,0.4295959435760647,1827.0439944686743,3,1
398,20,459.2255864037783,0.3088344240073408,9184.511728075566,18,0
399,12,401.09587854354606,0.4822643612521922,4813.150542522553,9,1
400,27,53.16314171612862,0.1184923587684005,1435.4048263354728,2,1
401,8,75.7761129849305,0.9615133389830848,606.208903879444,0,1
402,5,151.35066602082037,0.7144107636265983,756.7533301041019,1,1
403,6,109.107233665208,0.9524671166878468,654.6434019912481,1,1
404,28,229.47621336667825,0.2267273823299632,6425.333974266991,13,1
405,18,465.18037613950537,0.879341020176528,8373.246770511098,17,0
406,6,262.42719538864924,0.8087899845635386,1574.5631723318954,2,1
407,21,56.031181894474535,0.6771524124576737,1176.6548197839652,2,1
408,8,177.2355603104429,0.6250291860852057,1417.8844824835433,2,1
409,9,70.0677087678327,0.31654966526787,630.6093789104943,1,1
410,42,66.32943017607597,0.8164107849650307,2785.836067395191,5,1
411,12,174.07393389299853,0.5015154614797338,2088.8872067159823,4,1
412,6,174.02555240552545,0.0708915758912853,1044.153314433153,1,1
413,25,404.2069711707218,0.31286316085513,10105.174279268043,20,0
414,27,488.67559375150034,0.9352970985453276,13194.241031290509,26,0
415,56,217.04319225049923,0.8506802606048461,12154.418766027957,24,0
416,54,242.99909548746737,0.9819056980765392,13121.951156323235,26,0
417,9,430.15524632870967,0.6279933826040981,3871.397216958387,7,1
418,7,170.662559042981,0.2475100731404119,1194.637913300867,2,1
419,16,120.37181198155156,0.1628150496768637,1925.9489917048247,3,1
420,35,433.8903305316427,0.1869144406084616,15186.161568607493,31,0
